Item Name;Aer;Alienis;Aqua;Arbor;Auram;Bestia;Caelum;Cognitio;Corpus;Desidia;Electrum;Exanimis;Fabrico;Fames;Gelum;Gula;Herba;Humanus;Ignis;Infernus;Instrumentum;Invidia;Ira;Iter;Limus;Lucrum;Lux;Luxuria;Machina;Magneto;Messis;Metallum;Meto;Mortuus;Motus;Nebrisum;Ordo;Pannus;Perditio;Perfodio;Permutatio;Potentia;Praecantatio;Radio;Sano;Sensus;Spiritus;Strontio;Superbia;Tabernus;Telum;Tempestas;Tempus;Tenebrae;Terminus;Terra;Tutamen;Vacuos;Venenum;Victus;Vinculum;Vitium;Vitreus;Volatus
Fayalite Lens (10730:23);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Rock Salt Lens (10730:22);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Spodumene Lens (10730:21);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Salt Lens (10730:20);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Red Zircon Lens (10730:19);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Orundum Lens (10730:10023);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Olenite Lens (10730:9);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Vanadio-Oxy-Dravite Lens (10730:8);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Chromo-Alumino-Povondraite Lens (10730:7);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Cerium-doped Lutetium Aluminium Garnet (Ce:LuAG) Lens (10730:11499);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Fluor-Buergerite Lens (10730:5);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Cubic Zirconia Lens (10730:4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Bismutite Lens (10730:1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Saguaro Fruit (4793:0);;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Death's Hood (7602:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;2;;;;2;;;
Magic Hourglass (1273:0);;;;1;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;2;;2;;1;;;4;1;;;;;;;;;;;;;1;;;;;;;;
Auricion (4922:0);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coal Ball (4231:0);;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;;;
Ore Magnet (6478:32767);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;6;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
Ore Magnet (6478:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;6;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
Tropical Garden (2282:0);;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raw Mutton (6678:0);;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Nether Quartz Pickaxe (4318:0);;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;
Track (66:32767);;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arctic Fur (6511:32767);;;;;;3;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arctic Fur (6511:0);;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Battery (4736:0);;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
Beetroot Seeds (7825:0);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elementium Nugget (6072:19);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Terrasteel Nugget (6072:18);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manasteel Nugget (6072:17);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prismarine Shard (6072:10);;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;
Dragonstone (6072:9);;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;6;
Pixie Dust (6072:8);;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;
Elementium Ingot (6072:7);;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
Gaia Spirit (6072:5);;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;8;;;;
Terrasteel Ingot (6072:4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Mana Diamond (6072:2);;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;4;
Mana Pearl (6072:1);;4;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;
Manasteel Ingot (6072:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Trash Can (585:0);;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;9;;11;;;;;;
Pear Sapling (2335:0);;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Water Artichoke Seeds (7620:0);;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acacia Log (162:32767);;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Onion (6703:0);;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Arcane Shard (4891:0);;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Pineapple (6738:0);;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lily Pad (111:32767);;;1;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cashew Sapling (2295:0);;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raw Clam (7297:0);;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Raw Eel (7300:0);;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Parsnip (6704:0);;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Seaweed Seed (6804:0);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Small Ruthenium Spring (10762:64);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Adamantium Alloy Spring (10762:10085);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Incoloy-903 Spring (10762:10084);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small High Durability Compound Steel Spring (10762:92);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Zircaloy-4 Spring (10762:10082);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Ruridit Spring (10762:90);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Tiberium Spring (10762:89);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Rhodium-Plated Palladium Spring (10762:88);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Ademic Steel Spring (10762:96);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Rhodium Spring (10762:78);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Zircaloy-2 Spring (10762:10083);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Extremely Unstable Naquadah Spring (10762:10024);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Atomic Separation Catalyst Spring (10762:10022);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Shirabon Spring (10762:10112);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Metastable Oganesson Spring (10762:10111);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Enriched Naquadah Alloy Spring (10762:10110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Precious Metals Alloy Spring (10762:10109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Tairitsu Spring (10762:10106);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Hikarium Spring (10762:10105);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Dalisenite Spring (10762:10104);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Tanmolyium Beta-C Spring (10762:10103);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Artherium-Sn Spring (10762:10102);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Lumiium Spring (10762:10101);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Signalium Spring (10762:10099);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small MAR-Ce-M200 Steel Spring (10762:10097);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small MAR-M200 Steel Spring (10762:10096);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Small Mu-metal Spring (10762:11351);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Black Frequency) (572:15);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Red Frequency) (572:14);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Green Frequency) (572:13);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Brown Frequency) (572:12);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Blue Frequency) (572:11);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Purple Frequency) (572:10);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Cyan Frequency) (572:9);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Light Gray Frequency) (572:8);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Gray Frequency) (572:7);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Pink Frequency) (572:6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Lime Frequency) (572:5);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Yellow Frequency) (572:4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Light Blue Frequency) (572:3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Magenta Frequency) (572:2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (Orange Frequency) (572:1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Colored Block of Redstone (White Frequency) (572:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;22;;;;1;;;;;;;;;;;;;;;;;;
Small Pile of Calcium Sulfate (Gypsum) Dust (9933:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Botania Flower (1357:0);;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Miser's Pearl (5927:1);5;4;;;3;;;;;;;;;;;;;;;;;;;4;;13;;;;;;;;;;;3;;;;2;;5;;;2;;;;;;;;;;;;;;;;;4;
Avarice Pearl (5927:0);;4;;;;;;;;;;;;;;;;;;;;;;4;;5;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
Statue of Hobgoblin Patron (2574:0);;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;3;;;;;;;;
Raw Anchovy (7292:0);;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
Nagastone Head (1929:32767);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;
Brewing Stand (379:32767);;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;2;;;;;;;;
Brewing Stand (379:0);;;2;;;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;2;;;;;;;;
Smooth Ravaged Brick (1002:0);;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Raw Meef (6471:32767);;;;;;2;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
Raw Meef (6471:0);;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
Scrivener's Oculus (1285:0);;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;3;;;;;4;;;;;;3;;;5;;;;;;;;;;;;2;;;;;5;
tile.TFFireJet.32767.name (1926:32767);2;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fire Jet (1926:8);;;;;;;;;;;;;;;;;;;6;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smoking block (1926:0);2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lime (6821:0);;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
White Tallow Candle (487:0);;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;
Sanguine Robes (10947:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;5;;;;;;;
Ender Bow (6522:32767);;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;;;1
Ender Bow (6522:0);;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;;;1
Redstone Repeater (356:32767);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;4;;;;;;;;
Redstone Repeater (356:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;;;4;;;;;;;;
Sodium Nitrate Dust (8610:0);3;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;
Dragonfruit Sapling (2307:0);;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yeti Leggings (6508:0);;;;;;;;;;;;;3;;6;;;;;;1;;;;;;;;;;;;;;;;;18;;;;;3;;;;;;;;;;;;;;6;;;;;;;
Diamond (264:0);;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
Palm Wood Stairs (945:0);;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Giant Leaves (1971:32767);;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Giant Leaves (1971:0);;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spruce Boat with Chest (7859:0);;;4;3;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laboratory Stairs (962:0);;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Giant's Pickaxe (6517:32767);;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;32;;;;;;;;;;;;;;;;16;;;;;;;;
Giant's Pickaxe (6517:0);;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;32;;;;;;;;;;;;;;;;16;;;;;;;;
Ademic Steel Bolt (10758:96);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Adamantium Alloy Bolt (10758:10085);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Incoloy-903 Bolt (10758:10084);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Zircaloy-2 Bolt (10758:10083);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Zircaloy-4 Bolt (10758:10082);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ruridit Bolt (10758:90);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Tiberium Bolt (10758:89);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Rhodium-Plated Palladium Bolt (10758:88);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Rhodium Bolt (10758:78);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ruthenium Bolt (10758:64);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Extremely Unstable Naquadah Bolt (10758:10024);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Atomic Separation Catalyst Bolt (10758:10022);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Shirabon Bolt (10758:10112);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Metastable Oganesson Bolt (10758:10111);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Enriched Naquadah Alloy Bolt (10758:10110);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Precious Metals Alloy Bolt (10758:10109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Tairitsu Bolt (10758:10106);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Hikarium Bolt (10758:10105);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Dalisenite Bolt (10758:10104);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Tanmolyium Beta-C Bolt (10758:10103);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Artherium-Sn Bolt (10758:10102);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Lumiium Bolt (10758:10101);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Signalium Bolt (10758:10099);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
MAR-Ce-M200 Steel Bolt (10758:10097);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
MAR-M200 Steel Bolt (10758:10096);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
High Durability Compound Steel Bolt (10758:92);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Mu-metal Bolt (10758:11351);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Berry Garden (2272:0);;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pine Leaves (3558:32767);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magneto Resonatic Foil (10749:36);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Extremely Unstable Naquadah Foil (10749:10024);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Orundum Foil (10749:10023);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Atomic Separation Catalyst Foil (10749:10022);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Hafnium Foil (10749:11000);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
